Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$11,457,353",Charlotte's Web,Paramount Pictures,"December 15, 2006 (Domestic)",G,1 hr 37 min,,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","['Dakota Fanning', 'Julia Roberts', 'Oprah Winfrey', 'Steve Buscemi']","['Gary Winick', 'Susannah Grant', 'Karey Kirkpatrick', 'Earl Hamner Jr.', 'E.B. White', 'Kathy Kelehan', 'Jordan Kerner', 'Alexis Kronhaus', 'Danny Elfman', 'Seamus McGarvey', 'Susan Littenberg', 'Sabrina Plisco', 'Stuart Wurtzel']"
"$7,288,977",Garfield: A Tail of Two Kitties,Twentieth Century Fox,"June 14, 2006 (Philippines)",PG,1 hr 22 min,Adventure Comedy Family,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.","['Breckin Meyer', 'Jennifer Love Hewitt', 'Billy Connolly', 'Bill Murray']","['Tim Hill', 'Joel Cohen', 'Alec Sokolow', 'Jim Davis', 'John Davis', 'Christophe Beck', 'Peter Lyons Collister', 'Peter S. Elliot', 'Tony Burrough']"
"$22,217,226",Monster House,Sony Pictures Releasing,"July 19, 2006 (Aruba)",PG,1 hr 31 min,,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.","['Mitchel Musso', 'Sam Lerner', 'Spencer Locke', 'Ryan Whitney']","['Gil Kenan', 'Dan Harmon', 'Rob Schrab', 'Pamela Pettler', 'Dan Harmon', 'Rob Schrab', 'Jack Rapke', 'Steve Starkey', 'Douglas Pipes', 'Xavier Grobet', 'Fabienne Rawley', 'Adam P. Scott', 'Ed Verreaux']"
"$27,736,056",Big Momma's House 2,Twentieth Century Fox,"January 25, 2006 (LATAM)",PG-13,1 hr 39 min,,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,"['Martin Lawrence', 'Emily Procter', 'Nia Long', 'Zachary Levi']","['John Whitesell', 'Don Rhymer', 'Darryl Quarles', 'David T. Friendly', 'Michael Green', 'George S. Clinton', 'Mark Irwin', 'Priscilla Nedd-Friendly', 'Craig Stearns']"
"$389,351",Babel,Paramount Vantage,"October 27, 2006 (Domestic, EMEA)",R,2 hr 23 min,Drama,"Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.","['Brad Pitt', 'Cate Blanchett', 'Gael García Bernal', 'Mohamed Akhzam']","['Alejandro G. Iñárritu', 'Guillermo Arriaga', 'Guillermo Arriaga', 'Alejandro G. Iñárritu', 'Steve Golin', 'Alejandro G. Iñárritu', 'Jon Kilik', 'Gustavo Santaolalla', 'Rodrigo Prieto', 'Douglas Crise', 'Stephen Mirrione', 'Brigitte Broch']"
"$37,079",Perfume: The Story of a Murderer,DreamWorks,"September 14, 2006 (APAC, EMEA)",R,2 hr 27 min,,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.","['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman', 'Francesc Albiol']","['Tom Tykwer', 'Andrew Birkin', 'Bernd Eichinger', 'Tom Tykwer', 'Patrick Süskind', 'Bernd Eichinger', 'Reinhold Heil', 'Johnny Klimek', 'Tom Tykwer', 'Frank Griebe', 'Alexander Berner', 'Uli Hanisch']"
"$25,642,340",V for Vendetta,Warner Bros.,"March 15, 2006 (Philippines)",R,2 hr 12 min,,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","['Hugo Weaving', 'Natalie Portman', 'Rupert Graves', 'Stephen Rea']","['James McTeigue', 'Lilly Wachowski', 'Lana Wachowski', 'David Lloyd', 'Grant Hill', 'Lorne Orleans', 'Joel Silver', 'Lana Wachowski', 'Lilly Wachowski', 'Dario Marianelli', 'Adrian Biddle', 'Martin Walsh', 'Owen Paterson']"
"$21,525,560","You, Me and Dupree",Universal Pictures,"July 14, 2006 (Domestic)",PG-13,1 hr 50 min,,"A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.","['Kate Hudson', 'Owen Wilson', 'Matt Dillon', 'Michael Douglas']","['Anthony Russo', 'Joe Russo', 'Michael LeSieur', 'Mary Parent', 'Scott Stuber', 'Owen Wilson', 'Theodore Shapiro', 'Charles Minsky', 'Peter B. Ellis', 'Debra Neil-Fisher', 'Barry Robison']"
"$24,411,322",Failure to Launch,Paramount Pictures,"March 9, 2006 (APAC, EMEA)",PG-13,1 hr 37 min,,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,"['Matthew McConaughey', 'Sarah Jessica Parker', 'Kathy Bates', 'Terry Bradshaw']","['Tom Dey', 'Tom J. Astle', 'Matt Ember', 'Scott Aversano', 'Scott Rudin', 'Rolfe Kent', 'Claudio Miranda', 'Steven Rosenblum', 'Jeremy Conway']"
"$122,014",The Queen,Miramax,"September 14, 2006 (Switzerland)",PG-13,1 hr 43 min,Biography Drama,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings']","['Stephen Frears', 'Peter Morgan', 'Andy Harries', 'Christine Langan', 'Tracey Seaward', 'Alexandre Desplat', 'Affonso Beato', 'Lucia Zucchetti', 'Alan Macdonald']"
"$15,005,604",Apocalypto,Walt Disney Studios Motion Pictures,"December 7, 2006 (Puerto Rico)",R,2 hr 19 min,,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']","['Mel Gibson', 'Mel Gibson', 'Farhad Safinia', 'Bruce Davey', 'Mel Gibson', 'James Horner', 'Dean Semler', 'John Wright', 'Thomas E. Sanders']"
"$20,188,176",Eight Below,Walt Disney Studios Motion Pictures,"February 17, 2006 (Domestic)",PG,2 hr,,Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,"['Paul Walker', 'Jason Biggs', 'Bruce Greenwood', 'Moon Bloodgood']","['Frank Marshall', 'David DiGilio', 'Toshirô Ishidô', 'Koreyoshi Kurahara', 'Tatsuo Nogami', 'Susumu Saji', 'Patrick Crowley', 'David Hoberman', 'Mark Isham', 'Don Burgess', 'Christopher Rouse', 'John Willett']"
"$16,026,496",The Omen,Twentieth Century Fox,"June 6, 2006 (4 markets)",R,1 hr 50 min,,An American official realizes that his young son may literally be the Devil incarnate.,"['Liev Schreiber', 'Julia Stiles', 'Seamus Davey-Fitzpatrick', 'David Thewlis']","['John Moore', 'David Seltzer', 'John Moore', 'Glenn Williamson', 'Marco Beltrami', 'Jonathan Sela', 'Dan Zimmerman', 'Patrick Lumb']"
"$20,125,000",Final Destination 3,New Line Cinema,"February 10, 2006 (4 markets)",R,1 hr 33 min,,Wendy Christensen and a group of teens who escaped a fatal roller-coaster crash face a bloody date with Death.,"['Mary Elizabeth Winstead', 'Ryan Merriman', 'Kris Lemche', 'Alexz Johnson']","['James Wong', 'Glen Morgan', 'James Wong', 'Jeffrey Reddick', 'Glen Morgan', 'Craig Perry', 'James Wong', 'Warren Zide', 'Shirley Walker', 'Robert McLachlan', 'Chris G. Willingham', 'Mark S. Freeborn']"
"$15,820,864",Barnyard,Paramount Pictures,"August 4, 2006 (Domestic)",PG,1 hr 30 min,,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.","['Kevin James', 'Courteney Cox', 'Danny Glover', 'Sam Elliott']","['Steve Oedekerk', 'Steve Oedekerk', 'Pam Marsden', 'Paul Marshal', 'Steve Oedekerk', 'John Debney', 'Paul D. Calder', 'Billy Weber', 'Philip A. Cruden']"
"$13,616,196",The Lake House,Warner Bros.,"June 16, 2006 (Domestic)",PG,1 hr 39 min,,"A lonely doctor who once occupied an unusual lakeside house begins to exchange love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.","['Keanu Reeves', 'Sandra Bullock', 'Christopher Plummer', 'Ebon Moss-Bachrach']","['Alejandro Agresti', 'David Auburn', 'Eun-Jeong Kim', 'Ji Na Yeo', 'Doug Davison', 'Roy Lee', 'Rachel Portman', 'Alar Kivilo', 'Alejandro Brodersohn', 'Lynzee Klingman', 'Nathan Crowley']"
"$20,659,573",Step Up,Walt Disney Studios Motion Pictures,"August 11, 2006 (Domestic)",PG-13,1 hr 44 min,,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff', ""De'Shawn Washington""]","['Anne Fletcher', 'Duane Adler', 'Melissa Rosenberg', 'Duane Adler', 'Erik Feig', 'Jennifer Gibgot', 'Adam Shankman', 'Patrick Wachsberger', 'Aaron Zigman', 'Michael Seresin', 'Nancy Richardson', 'Shepherd Frankel']"
"$26,857,181",Underworld: Evolution,Screen Gems,"January 19, 2006 (Australia)",R,1 hr 46 min,Action Fantasy Thriller,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.","['Kate Beckinsale', 'Scott Speedman', 'Bill Nighy', 'Tony Curran']","['Len Wiseman', 'Danny McBride', 'Len Wiseman', 'Danny McBride', 'Kevin Grevioux', 'Len Wiseman', 'Danny McBride', 'David Coatsworth', 'Gary Lucchesi', 'Tom Rosenberg', 'Richard S. Wright', 'Marco Beltrami', 'Simon Duggan', 'Nicolas De Toth', 'Patrick Tatopoulos']"
"$19,504,038",The Santa Clause 3: The Escape Clause,Walt Disney Studios Motion Pictures,"November 2, 2006 (EMEA)",G,1 hr 37 min,Adventure Comedy Family Fantasy,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.","['Tim Allen', 'Martin Short', 'Elizabeth Mitchell', 'Eric Lloyd']","['Michael Lembeck', 'Ed Decter', 'John J. Strauss', 'Leo Benvenuti', 'Steve Rudnick', 'Robert F. Newmyer', 'Brian Reilly', 'Jeffrey Silver', 'George S. Clinton', 'Robbie Greenberg', 'David Finfer', 'Richard Holland']"
"$14,801,808",The Prestige,Walt Disney Studios Motion Pictures,"October 20, 2006 (Domestic, APAC)",PG-13,2 hr 10 min,,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']","['Christopher Nolan', 'Jonathan Nolan', 'Christopher Nolan', 'Christopher Priest', 'Christopher Nolan', 'Aaron Ryder', 'Emma Thomas', 'David Julyan', 'Wally Pfister', 'Lee Smith', 'Nathan Crowley']"
,Arthur and the Invisibles,MGM,"November 29, 2006 (France)",PG,1 hr 34 min,Adventure Animation Comedy Family Fantasy,"Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.","['Freddie Highmore', 'Mia Farrow', 'Madonna', 'Ron Crawford']","['Luc Besson', 'Céline Garcia', 'Luc Besson', 'Luc Besson', 'Patrice Garcia', 'Georges Bouchelagem', 'Philippe Rouchier', 'Nicolas Fructus', 'Luc Besson', 'Luc Besson', 'Emmanuel Prévost', 'Éric Serra', 'Thierry Arbogast', 'Karim Benhammouda', 'Yann Hervé', 'Vincent Tabaillon', 'Hugues Tissandier']"
"$21,613,176",Little Man,Revolution Studios,"July 12, 2006 (Aruba)",PG-13,1 hr 38 min,,A wannabe-dad mistakes a vertically-challenged criminal on the lam for his newly-adopted son.,"['Shawn Wayans', 'Marlon Wayans', 'Kerry Washington', 'John Witherspoon']","['Keenen Ivory Wayans', 'Keenen Ivory Wayans', 'Shawn Wayans', 'Marlon Wayans', 'Rick Alvarez', 'Lee R. Mayes', 'Keenen Ivory Wayans', 'Marlon Wayans', 'Shawn Wayans', 'Teddy Castellucci', 'Steven Bernstein', 'Mike Jackson', 'Nick Moore', 'Leslie Dilley']"
"$9,684,809",The Wild,Walt Disney Studios Motion Pictures,"April 6, 2006 (Israel)",G,1 hr 35 min,,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.","['Kiefer Sutherland', 'Jim Belushi', 'Eddie Izzard', 'Janeane Garofalo']","[""Steve 'Spaz' Williams"", 'Ed Decter', 'John J. Strauss', 'Mark Gibson', 'Philip Halprin', 'Mark Gibson', 'Philip Halprin', 'Bill Wolkoff', 'Dave Collard', 'Matt Lopez', 'Lloyd Taylor', ""Steve 'Spaz' Williams"", 'Ed Driscoll', 'Beau Flynn', 'Clint Goldman', 'Alan Silvestri', 'V. Scott Balcerek', 'Steven L. Wagner', 'Chris Farmer']"
"$370,998",Little Miss Sunshine,Fox Searchlight,"July 26, 2006 (Domestic)",R,1 hr 41 min,,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"['Steve Carell', 'Toni Collette', 'Greg Kinnear', 'Abigail Breslin']","['Jonathan Dayton', 'Valerie Faris', 'Michael Arndt', 'Albert Berger', 'David T. Friendly', 'Peter Saraf', 'Marc Turtletaub', 'Ron Yerxa', 'Mychael Danna', 'DeVotchKa', 'Tim Suhrstedt', 'Pamela Martin', 'Kalina Ivanov']"
"$20,152,598",Silent Hill,Sony Pictures Releasing,"April 21, 2006 (Domestic, EMEA)",R,2 hr 5 min,,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.","['Radha Mitchell', 'Laurie Holden', 'Sean Bean', 'Deborah Kara Unger']","['Christophe Gans', 'Roger Avary', 'Don Carmody', 'Samuel Hadida', 'Jeff Danna', 'Akira Yamaoka', 'Dan Laustsen', 'Sébastien Prangère', 'Carol Spier']"
"$9,912,110",The Good Shepherd,Universal Pictures,"December 22, 2006 (Domestic)",R,2 hr 47 min,Drama History Thriller,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,"['Matt Damon', 'Angelina Jolie', 'Robert De Niro', 'Alec Baldwin']","['Robert De Niro', 'Eric Roth', 'Robert De Niro', 'James G. Robinson', 'Jane Rosenthal', 'Bruce Fowler', 'Marcelo Zarvos', 'Robert Richardson', 'Tariq Anwar', 'Jeannine Oppewall']"
"$28,309,599",Nacho Libre,Paramount Pictures,"June 16, 2006 (Domestic)",PG,1 hr 32 min,,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']","['Jared Hess', 'Jared Hess', 'Jerusha Hess', 'Mike White', 'Jack Black', 'David Klawans', 'Julia Pistor', 'Mike White', 'Danny Elfman', 'Xavier Grobet', 'Billy Weber', 'Gideon Ponte']"
"$700,213",Deep Sea,Warner Bros.,"March 3, 2006 (3 markets)",G,41 min,Documentary Short,A 3-D digital exploration of the ocean's depths and its creatures.,"['Johnny Depp', 'Kate Winslet']","['Howard Hall', 'Toni Myers', 'Danny Elfman', 'Deborah Lurie', 'Howard Hall']"
"$18,006,064",The Guardian,Walt Disney Studios Motion Pictures,"September 29, 2006 (Domestic)",,2 hr 19 min,Action Adventure Drama,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.","['Kevin Costner', 'Ashton Kutcher', 'Sela Ward', 'Melissa Sagemiller']","['Andrew Davis', 'Ron L. Brinkerhoff', 'Beau Flynn', 'Tripp Vinson', 'Trevor Rabin', 'Stephen St. John', 'Thomas J. Nordberg', 'Dennis Virkler', 'Maher Ahmad']"
"$320,000",The Host,Magnolia Pictures,"July 27, 2006 (South Korea)",R,2 hr,Drama Horror Sci-Fi,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,"['Song Kang-ho', 'Byun Hee-Bong', 'Park Hae-il', 'Bae Doona']","['Bong Joon Ho', 'Bong Joon Ho', 'Won-jun Ha', 'Chul-hyun Baek', 'Yong-bae Choi', 'Neung-yeon Joh', 'Byung-woo Lee', 'Hyung Koo Kim', 'Sun-Min Kim', 'Ryu Seong-hie']"
"$927,956",The Illusionist,Yari Film Group Releasing,"August 18, 2006 (Domestic, EMEA)",PG-13,1 hr 50 min,,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell']","['Neil Burger', 'Neil Burger', 'Steven Millhauser', 'Brian Koppelman', 'David Levien', 'Michael London', 'Cathy Schulman', 'Bob Yari', 'Philip Glass', 'Dick Pope', 'Naomi Geraghty', 'Ondrej Nekvasil']"
