Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$28,100,000",Sin City,Dimension Films,"April 1, 2005 (Domestic)",R,2 hr 4 min,,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","['Mickey Rourke', 'Clive Owen', 'Bruce Willis', 'Jessica Alba']","['Frank Miller', 'Quentin Tarantino', 'Robert Rodriguez', 'Frank Miller', 'Robert Rodriguez', 'Frank Miller', 'Elizabeth Avellan', 'John Debney', 'Graeme Revell', 'Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez']"
"$24,000,000",Monster-in-Law,New Line Cinema,"May 13, 2005 (EMEA, Domestic)",PG-13,1 hr 41 min,,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.","['Jennifer Lopez', 'Michael Vartan', 'Jane Fonda', 'Wanda Sykes']","['Robert Luketic', 'Anya Kochoff', 'Chris Bender', 'J.C. Spink', 'Paula Weinstein', 'David Newman', 'Rosey', 'Russell Carpenter', 'Scott Hill', 'Kevin Tent', 'Missy Stewart']"
"$31,725,652",Saw II,Lionsgate Films,"October 28, 2005 (EMEA, Domestic)",R,1 hr 33 min,,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,"['Donnie Wahlberg', 'Beverley Mitchell', 'Franky G', 'Emmanuelle Vaugier']","['Darren Lynn Bousman', 'Leigh Whannell', 'Darren Lynn Bousman', 'Mark Burg', 'Gregg Hoffman', 'Oren Koules', 'Charlie Clouser', 'David A. Armstrong', 'Kevin Greutert', 'David Hackl']"
"$30,054,300",The Exorcism of Emily Rose,Screen Gems,"September 9, 2005 (Domestic)",PG-13,1 hr 59 min,,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.,"['Laura Linney', 'Tom Wilkinson', 'Shohreh Aghdashloo', 'Campbell Scott']","['Scott Derrickson', 'Paul Harris Boardman', 'Scott Derrickson', 'Paul Harris Boardman', 'Beau Flynn', 'Gary Lucchesi', 'Tom Rosenberg', 'Tripp Vinson', 'Christopher Young', 'Tom Stern', 'Jeff Betancourt', 'David Brisbin']"
"$12,709,221",Herbie Fully Loaded,Walt Disney Studios Motion Pictures,"June 22, 2005 (Domestic)",,1 hr 41 min,Adventure Comedy Family Fantasy Romance Sport,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.","['Lindsay Lohan', 'Michael Keaton', 'Cheryl Hines', 'Breckin Meyer']","['Angela Robinson', 'Thomas Lennon', 'Robert Ben Garant', 'Alfred Gough', 'Miles Millar', 'Thomas Lennon', 'Robert Ben Garant', 'Mark Perez', 'Gordon Buford', 'Robert Simonds', 'The Blacksmoke Organisation', 'Mark Mothersbaugh', 'Greg Gardiner', 'Wendy Greene Bricmont', 'Daniel Bradford']"
"$16,328,506",The Legend of Zorro,Sony Pictures Releasing,"October 26, 2005 (EMEA, APAC)",PG,2 hr 9 min,,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.","['Antonio Banderas', 'Catherine Zeta-Jones', 'Rufus Sewell', 'Alberto Reyes']","['Martin Campbell', 'Roberto Orci', 'Alex Kurtzman', 'Roberto Orci', 'Alex Kurtzman', 'Ted Elliott', 'Terry Rossio', 'Johnston McCulley', 'Laurie MacDonald', 'Walter F. Parkes', 'Lloyd Phillips', 'James Horner', 'Phil Meheux', 'Stuart Baird', 'Cecilia Montiel']"
"$20,131,130",Bewitched,Sony Pictures Releasing,"June 24, 2005 (Domestic)",PG-13,1 hr 42 min,,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched.","['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine']","['Nora Ephron', 'Nora Ephron', 'Delia Ephron', 'Sol Saks', 'Nora Ephron', 'Lucy Fisher', 'Penny Marshall', 'Douglas Wick', 'George Fenton', 'John Lindley', 'Tia Nolan', 'Neil Spisak']"
"$4,152,260",Munich,Universal Pictures,"December 23, 2005 (Domestic)",R,2 hr 44 min,,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.","['Eric Bana', 'Daniel Craig', 'Marie-Josée Croze', 'Ciarán Hinds']","['Steven Spielberg', 'Tony Kushner', 'Eric Roth', 'George Jonas', 'Kathleen Kennedy', 'Barry Mendel', 'Steven Spielberg', 'Colin Wilson', 'John Williams', 'Janusz Kaminski', 'Michael Kahn', 'Rick Carter']"
"$9,309,387",Cheaper by the Dozen 2,Twentieth Century Fox,"December 21, 2005 (LATAM, Domestic)",PG,1 hr 34 min,Adventure Comedy Family,The Bakers find themselves competing with a rival family of eight children while on vacation.,"['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Eugene Levy']","['Adam Shankman', 'Sam Harper', 'Craig Titley', 'Frank B. Gilbreth Jr.', 'Ernestine Gilbreth Carey', 'Shawn Levy', 'Ben Myron', 'John Debney', 'Peter James', 'Matthew Cassel', 'Christopher Greenbury', 'Cary White']"
"$137,492",March of the Penguins,Warner Independent Pictures (WIP),"January 26, 2005 (EMEA)",,1 hr 20 min,Documentary Family,"In the Antarctic, every March since the beginning of time, the quest begins to find the perfect mate and start a family.","['Morgan Freeman', 'Romane Bohringer', 'Charles Berling', 'Jules Sitruk']","['Luc Jacquet', 'Luc Jacquet', 'Luc Jacquet', 'Michel Fessler', 'Jordan Roberts', 'Yves Darondeau', 'Christophe Lioud', 'Emmanuel Priou', 'Émilie Simon', 'Alex Wurman', 'Laurent Chalet', 'Jérôme Maison', 'Sabine Emiliani']"
"$14,503,650",Nanny McPhee,Universal Pictures,"October 21, 2005 (United Kingdom)",PG,1 hr 37 min,,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.,"['Emma Thompson', 'Colin Firth', 'Angela Lansbury', 'Kelly Macdonald']","['Kirk Jones', 'Emma Thompson', 'Christianna Brand', 'Tim Bevan', 'Lindsay Doran', 'Eric Fellner', 'Patrick Doyle', 'Henry Braham', 'Justin Krish', 'Nick Moore', 'Michael Howells']"
"$21,959,233",Hide and Seek,Twentieth Century Fox,"January 27, 2005 (LATAM)",R,1 hr 41 min,Horror Mystery,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend.","['Robert De Niro', 'Dakota Fanning', 'Famke Janssen', 'Elisabeth Shue']","['John Polson', 'Ari Schlossberg', 'Barry Josephson', 'John Ottman', 'Dariusz Wolski', 'Jeffrey Ford', 'Steven J. Jordan']"
"$2,804,000",Pride & Prejudice,Focus Features,"September 16, 2005 (United Kingdom)",PG,2 hr 9 min,Drama Romance,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']","['Joe Wright', 'Deborah Moggach', 'Jane Austen', 'Emma Thompson', 'Tim Bevan', 'Eric Fellner', 'Paul Webster', 'Dario Marianelli', 'Roman Osin', 'Paul Tothill', 'Sarah Greenwood']"
"$18,068,372",Sahara,Paramount Pictures,"April 6, 2005 (Thailand)",PG-13,2 hr 4 min,,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.","['Matthew McConaughey', 'Penélope Cruz', 'Steve Zahn', 'Mark Aspinall']","['Breck Eisner', 'Clive Cussler', 'Thomas Dean Donnelly', 'Joshua Oppenheimer', 'John C. Richards', 'James V. Hart', 'Stephanie Austin', 'Howard Baldwin', 'Karen Elise Baldwin', 'Mace Neufeld', 'Clint Mansell', 'Seamus McGarvey', 'Andrew MacRitchie', 'Allan Cameron']"
"$388,166",Corpse Bride,Warner Bros.,"September 16, 2005 (Domestic)",PG,1 hr 17 min,Animation Comedy Drama Family Fantasy Musical Romance,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman']","['Tim Burton', 'Mike Johnson', 'Tim Burton', 'Carlos Grangel', 'John August', 'Caroline Thompson', 'Pamela Pettler', 'Allison Abbate', 'Tim Burton', 'Danny Elfman', 'Pete Kozachik', 'Chris Lebenzon', 'Jonathan Lucas', 'Alex McDowell']"
"$30,675,314",The Dukes of Hazzard,Warner Bros.,"August 5, 2005 (Domestic)",PG-13,1 hr 44 min,,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.","['Seann William Scott', 'Johnny Knoxville', 'Jessica Simpson', 'Alice Greczyn']","['Jay Chandrasekhar', 'Gy Waldron', ""John O'Brien"", ""John O'Brien"", 'Jonathan L. Davis', 'Bill Gerber', 'Nathan Barr', 'Lawrence Sher', 'Jay Chandrasekhar', 'Lee Haxall', 'Myron Kerstein', 'Jon Gary Steele']"
,Hoodwinked!,The Weinstein Company,"December 16, 2005 (Domestic)",PG,1 hr 20 min,Adventure Animation Comedy Crime Family Musical Mystery,"Little Red Riding Hood, the Wolf, the Woodsman and Granny all tell the police the events that led up to their encounter.","['Anne Hathaway', 'Glenn Close', 'Patrick Warburton', 'Jim Belushi']","['Cory Edwards', 'Todd Edwards', 'Tony Leech', 'Cory Edwards', 'Todd Edwards', 'Tony Leech', 'Todd Edwards', 'Cory Edwards', 'Maurice Kanbar', 'David Lovegren', 'Sue Bea Montgomery', 'Preston Stutzman', 'John Mark Painter', 'Tony Leech']"
"$18,320,205",Cinderella Man,Universal Pictures,"June 3, 2005 (Domestic)",PG-13,2 hr 24 min,,"The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.","['Russell Crowe', 'Renée Zellweger', 'Craig Bierko', 'Paul Giamatti']","['Ron Howard', 'Cliff Hollingsworth', 'Akiva Goldsman', 'Cliff Hollingsworth', 'Brian Grazer', 'Ron Howard', 'Penny Marshall', 'Thomas Newman', 'Salvatore Totino', 'Daniel P. Hanley', 'Mike Hill', 'Wynn Thomas']"
"$23,507,007",The Amityville Horror,Metro-Goldwyn-Mayer (MGM),"April 14, 2005 (LATAM, APAC)",R,1 hr 30 min,,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,"['Ryan Reynolds', 'Melissa George', 'Jimmy Bennett', 'Jesse James']","['Andrew Douglas', 'Scott Kosar', 'Jay Anson', 'Sandor Stern', 'George Lutz', 'Kathy Lutz', 'Michael Bay', 'Andrew Form', 'Brad Fuller', 'Steve Jablonsky', 'Peter Lyons Collister', 'Roger Barton', 'Christian Wagner', 'Jennifer Williams']"
"$15,093,000",The Brothers Grimm,Dimension Films,"August 26, 2005 (Domestic)",PG-13,1 hr 58 min,,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,"['Matt Damon', 'Heath Ledger', 'Monica Bellucci', 'Petr Ratimec']","['Terry Gilliam', 'Ehren Kruger', 'Daniel Bobker', 'Charles Roven', 'Dario Marianelli', 'Newton Thomas Sigel', 'Lesley Walker', 'Guy Hendrix Dyas']"
"$21,103,203",The Hitchhiker's Guide to the Galaxy,Walt Disney Studios Motion Pictures,"April 28, 2005 (APAC)",PG,1 hr 49 min,,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""","['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell', 'Zooey Deschanel']","['Garth Jennings', 'Douglas Adams', 'Douglas Adams', 'Karey Kirkpatrick', 'Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Nick Goldsmith', 'Jay Roach', 'Joby Talbot', 'Igor Jadue-Lillo', 'Niven Howie', 'Joel Collins']"
"$20,671,446",Guess Who,Sony Pictures Releasing,"March 24, 2005 (Puerto Rico)",PG-13,1 hr 45 min,Comedy Romance,"A young woman, Theresa, brings her boyfriend, Simon, home to meet her parents and surprise them with the news of their engagement. Another surprise: Simon is white.","['Ashton Kutcher', 'Bernie Mac', 'Zoe Saldana', 'Judith Scott']","['Kevin Rodney Sullivan', 'William Rose', 'David Ronn', 'Jay Scherick', 'David Ronn', 'Jay Scherick', 'Peter Tolan', 'Jason Goldberg', 'Erwin Stoff', 'Jenno Topping', 'John Murphy', 'Karl Walter Lindenlaub', 'Paul Seydor', 'Paul Peters']"
"$16,408,718",Just Like Heaven,DreamWorks Distribution,"September 16, 2005 (Domestic)",PG-13,1 hr 35 min,,A lonely landscape architect falls for the spirit of the beautiful woman who used to live in his new apartment.,"['Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue', 'Dina Spybey-Waters']","['Mark Waters', 'Peter Tolan', 'Leslie Dixon', 'Marc Lévy', 'Laurie MacDonald', 'Walter F. Parkes', 'Rolfe Kent', 'Daryn Okada', 'Bruce Green', 'Cary White']"
"$14,043,215",Miss Congeniality 2: Armed & Fabulous,Warner Bros.,"March 23, 2005 (Iceland)",PG-13,1 hr 55 min,Action Comedy Crime,"Gracie Hart abandons the life of a field agent to become the public face of the FBI. Yet, when Cheryl Frasier and Stan Fields are kidnapped, she is determined to rescue them, along with her reluctant partner.","['Sandra Bullock', 'Regina King', 'William Shatner', 'Enrique Murciano']","['John Pasquin', 'Marc Lawrence', 'Katie Ford', 'Caryn Lucas', 'Marc Lawrence', 'Sandra Bullock', 'Marc Lawrence', 'John Van Tongeren', 'Peter Menzies Jr.', 'Garth Craven', 'Maher Ahmad']"
"$9,107,071",Crash,Lionsgate Films,"April 28, 2005 (Australia)",R,1 hr 52 min,,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton', 'Karina Arroyave']","['Paul Haggis', 'Paul Haggis', 'Paul Haggis', 'Bobby Moresco', 'Don Cheadle', 'Paul Haggis', 'Mark R. Harris', 'Bobby Moresco', 'Cathy Schulman', 'Bob Yari', 'Mark Isham', 'J. Michael Muro', 'Hughes Winborne', 'Laurence Bennett']"
"$18,575,214",Are We There Yet?,Revolution Studios,"January 21, 2005 (Domestic)",PG,1 hr 35 min,,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.","['Ice Cube', 'Nia Long', 'Aleisha Allen', 'Philip Bolden']","['Brian Levant', 'Steven Gary Banks', 'Claudia Grazioso', 'Steven Gary Banks', 'Claudia Grazioso', 'J. David Stem', 'David N. Weiss', 'Matt Alvarez', 'Ice Cube', 'Dan Kolsrud', 'David Newman', 'Thomas E. Ackerman', 'Lawrence Jordan', 'Stephen J. Lineweaver']"
"$27,726,210",Jarhead,Universal Pictures,"November 4, 2005 (Domestic)",R,2 hr 5 min,,"A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.","['Jake Gyllenhaal', 'Jamie Foxx', 'Lucas Black', 'Scott MacDonald']","['Sam Mendes', 'William Broyles Jr.', 'Anthony Swofford', 'Lucy Fisher', 'Douglas Wick', 'Thomas Newman', 'Roger Deakins', 'Walter Murch', 'Dennis Gassner']"
"$16,167,662",Red Eye,DreamWorks Distribution,"August 19, 2005 (Domestic)",PG-13,1 hr 25 min,,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in a political assassination.","['Rachel McAdams', 'Cillian Murphy', 'Brian Cox', 'Laura Johnson']","['Wes Craven', 'Carl Ellsworth', 'Carl Ellsworth', 'Dan Foos', 'Chris Bender', 'Marianne Maddalena', 'Marco Beltrami', 'Robert D. Yeoman', 'Stuart Levy', 'Patrick Lussier', 'Bruce Alan Miller']"
"$23,450,212",Be Cool,Metro-Goldwyn-Mayer (MGM),"March 2, 2005 (Jamaica)",PG-13,1 hr 58 min,,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.","['John Travolta', 'Uma Thurman', 'Dwayne Johnson', 'Vince Vaughn']","['F. Gary Gray', 'Elmore Leonard', 'Peter Steinfeld', 'Danny DeVito', 'David Nicksay', 'Michael Shamberg', 'Stacey Sher', 'John Powell', 'Jeffrey L. Kimball', 'Sheldon Kahn', 'Michael Corenblith']"
"$16,057,945",The Skeleton Key,Universal Pictures,"July 29, 2005 (EMEA)",PG-13,1 hr 44 min,,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,"['Kate Hudson', 'Peter Sarsgaard', 'Joy Bryant', 'Gena Rowlands']","['Iain Softley', 'Ehren Kruger', 'Daniel Bobker', 'Michael Shamberg', 'Stacey Sher', 'Iain Softley', 'Edward Shearmur', 'Dan Mindel', 'Joe Hutshing', 'John Beard']"
"$374,502",Syriana,Warner Bros.,"November 23, 2005 (Domestic)",R,2 hr 8 min,,A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.,"['George Clooney', 'Matt Damon', 'Amanda Peet', 'Kayvan Novak']","['Stephen Gaghan', 'Stephen Gaghan', 'Robert Baer', 'Jennifer Fox', 'Georgia Kacandes', 'Michael Nozik', 'Alexandre Desplat', 'Robert Elswit', 'Tim Squyres', 'Dan Weil']"
"$12,521,027",The Family Stone,Twentieth Century Fox,"December 14, 2005 (EMEA)",PG-13,1 hr 43 min,,"An uptight, liberal businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.","['Dermot Mulroney', 'Sarah Jessica Parker', 'Claire Danes', 'Diane Keaton']","['Thomas Bezucha', 'Thomas Bezucha', 'Michael London', 'Michael Giacchino', 'Jonathan Brown', 'Jeffrey Ford', 'Jane Ann Stewart']"
"$21,176,925",Four Brothers,Paramount Pictures,"August 12, 2005 (Domestic)",R,1 hr 49 min,,"When their adoptive mother is gunned down in a store robbery, four brothers decide to investigate the murder and find the killers themselves, but not all is what it seems.","['Mark Wahlberg', 'Tyrese Gibson', 'André 3000', 'Garrett Hedlund']","['John Singleton', 'David Elliot', 'Paul Lovett', 'Lorenzo di Bonaventura', 'David Arnold', 'Peter Menzies Jr.', 'Bruce Cannon', 'Billy Fox', 'Keith Brian Burns']"
"$24,113,565",White Noise,Universal Pictures,"January 7, 2005 (Domestic, EMEA)",PG-13,1 hr 41 min,Drama Horror Mystery Thriller,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,"['Michael Keaton', 'Deborah Kara Unger', 'Ian McNeice', 'Chandra West']","['Geoffrey Sax', 'Niall Johnson', 'Paul Brooks', 'Shawn Williamson', 'Claude Foisy', 'Chris Seager', 'Nick Arthurs', 'Michael S. Bolton']"
"$13,920,052",Racing Stripes,Warner Bros.,"January 6, 2005 (APAC)",PG,1 hr 42 min,Adventure Comedy Drama Family Sport,"An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds.","['Frankie Muniz', 'David Spade', 'Snoop Dogg', 'Bruce Greenwood']","['Frederik Du Chau', 'David Schmidt', 'Steven P. Wegner', 'Kirk DeMicco', 'Frederik Du Chau', 'David Schmidt', 'Broderick Johnson', 'Andrew A. Kosove', 'Edward L. McDonnell', 'Lloyd Phillips', 'Mark Isham', 'David Eggby', 'Tom Finan', 'Wolf Kroeger']"
"$16,540,720",Transporter 2,Twentieth Century Fox,"August 3, 2005 (France)",PG-13,1 hr 27 min,,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.","['Jason Statham', 'Amber Valletta', 'Kate Nauta', 'Alessandro Gassmann']","['Louis Leterrier', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Steven Chasman', 'Alexandre Azaria', 'Mitchell Amundsen', 'Christine Lucas Navarro', 'Vincent Tabaillon', 'J. Mark Harrington']"
"$3,473,155",Rumor Has It...,Warner Bros.,"December 22, 2005 (EMEA)",PG-13,1 hr 37 min,Comedy Drama Romance,"Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.","['Jennifer Aniston', 'Mark Ruffalo', 'Shirley MacLaine', 'Kevin Costner']","['Rob Reiner', 'Ted Griffin', 'Ben Cosgrove', 'Paula Weinstein', 'Marc Shaiman', 'Peter Deming', 'Robert Leighton', 'Thomas E. Sanders']"
"$14,631,784",Sky High,Walt Disney Studios Motion Pictures,"July 29, 2005 (Domestic)",PG,1 hr 40 min,,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","['Kurt Russell', 'Kelly Preston', 'Michael Angarano', 'Danielle Panabaker']","['Mike Mitchell', 'Paul Hernandez', 'Bob Schooley', 'Mark McCorkle', 'Andrew Gunn', 'Michael Giacchino', 'Shelly Johnson', 'Peter Amundson', 'Bruce Robert Hill']"
"$398,593",Match Point,DreamWorks Distribution,"May 5, 2005 (Venezuela)",R,2 hr 4 min,,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.","['Scarlett Johansson', 'Jonathan Rhys Meyers', 'Emily Mortimer', 'Matthew Goode']","['Woody Allen', 'Woody Allen', 'Letty Aronson', 'Lucy Darwin', 'Gareth Wiley', 'Remi Adefarasin', 'Alisa Lepselter', 'Jim Clay']"
